x,xp,y,yp,t,p
-8.504599099978804588e-05,3.971263649873435497e-04,-1.127976865973323584e-04,1.050567254424095154e-03,-5.439826540609704608e-12,5.924940109252929688e-03
-2.363360952585935593e-03,-7.067945552989840508e-04,-4.663567815441638231e-04,1.089341822080314159e-03,2.048220534150990702e-13,3.992676647612825036e-05
-2.136303111910820007e-03,-2.844567934516817331e-04,-3.891024680342525244e-04,8.369176066480576992e-04,-8.082382961689671408e-13,3.942491021007299423e-04
-6.937551777809858322e-03,-8.479943498969078064e-04,-3.284849299234338105e-05,-2.043349959421902895e-04,1.902886181959217993e-11,-1.289406139403581619e-02
3.261406673118472099e-03,-3.607362159527838230e-04,-5.963657167740166187e-04,1.683928654529154301e-03,-2.637782874070904171e-11,1.561250537633895874e-02
-1.555504044517874718e-03,1.232829759828746319e-03,-3.807756875175982714e-04,1.179665559902787209e-03,-8.388058043290458343e-13,2.023576758801937103e-03
3.521282051224261522e-04,5.704443901777267456e-04,-9.620770288165658712e-05,6.950029637664556503e-04,-7.397369175543566655e-12,6.558880209922790527e-03
-1.465604407712817192e-03,-1.542824786156415939e-03,-4.903189255855977535e-04,1.188453054055571556e-03,-3.168760392968650308e-12,2.717364346608519554e-03
-1.941201044246554375e-03,-2.763060329016298056e-04,-6.581837660633027554e-04,1.236188109032809734e-03,-6.649457894025712079e-12,1.394410268403589725e-03
-3.564354497939348221e-03,-1.960437512025237083e-03,-5.125703755766153336e-04,7.247145404107868671e-04,-1.242311917400151788e-12,-3.219572594389319420e-03
1.421970664523541927e-03,6.677859928458929062e-04,-3.974637947976589203e-04,1.337081193923950195e-03,-1.647597856757609946e-11,1.087745279073715210e-02
-1.975368009880185127e-03,-1.065246760845184326e-03,-4.502778465393930674e-04,1.019319286569952965e-03,-4.423777750367507977e-12,7.700882852077484131e-04
1.893316162750124931e-03,-1.470023416914045811e-03,-6.478141876868903637e-04,1.998275285586714745e-03,-2.099079417228200128e-11,1.207667682319879532e-02
-4.743195138871669769e-03,-7.891584536992013454e-04,-1.657880784478038549e-05,-2.461972762830555439e-04,8.389986622114875559e-12,-7.106622215360403061e-03
-4.335007397457957268e-04,4.910667776130139828e-04,-7.519406499341130257e-04,1.493061194196343422e-03,-1.112046826151624757e-11,5.999299231916666031e-03
-1.341879949904978275e-03,-1.717254490358754992e-04,-5.196817801333963871e-04,1.213604817166924477e-03,-9.690177479870776267e-12,2.384078688919544220e-03
-4.593413788825273514e-03,-1.093980623409152031e-03,-4.493109008762985468e-04,8.135139942169189453e-04,6.978344551517023930e-12,-6.064402870833873749e-03
4.074276890605688095e-03,-4.686616011895239353e-04,-4.623087297659367323e-04,1.871508895419538021e-03,-2.948049443451949969e-11,1.864360459148883820e-02
7.609291933476924896e-04,4.194311040919274092e-04,-3.410454664845019579e-04,1.238348195329308510e-03,-1.112625009486167826e-11,8.750719018280506134e-03
-7.234095130115747452e-03,-1.840697601437568665e-03,-2.301536369486711919e-05,-1.564143603900447488e-04,2.234077332852191233e-11,-1.373898144811391830e-02
-6.915355101227760315e-03,-4.767779610119760036e-04,3.265835402999073267e-05,-2.894593635573983192e-04,2.101138013577141805e-11,-1.291948184370994568e-02
-7.952088490128517151e-04,5.100339185446500778e-04,-5.139256245456635952e-04,8.101009880192577839e-04,-1.244617863632724308e-11,4.207191988825798035e-03
-5.406635813415050507e-03,-9.293525945395231247e-04,-2.339724451303482056e-04,4.061560321133583784e-04,1.305687155617185624e-11,-8.682359009981155396e-03
-3.897022455930709839e-03,-4.902894143015146255e-04,-3.325875732116401196e-04,5.945008597336709499e-04,8.113466495873744577e-12,-4.252163227647542953e-03
-2.740147290751338005e-03,1.177473692223429680e-03,-2.940041595138609409e-04,5.378439673222601414e-04,3.338659860727122286e-12,-9.572344715707004070e-04
-2.440291922539472580e-03,-1.114891725592315197e-03,-1.187638190458528697e-04,8.830225560814142227e-04,4.961793996505203808e-12,-6.059115985408425331e-04
-4.828416276723146439e-03,-2.245484152808785439e-03,-5.124970339238643646e-04,7.964296382851898670e-04,5.075559764144976782e-12,-6.542769726365804672e-03
-4.864934366196393967e-03,-1.683505717664957047e-03,-5.957754328846931458e-04,9.373730281367897987e-04,8.004642088055291538e-12,-6.565087940543889999e-03
-4.879093728959560394e-03,-3.719094383995980024e-04,7.705240932409651577e-06,1.623369753360748291e-04,1.233363151192934382e-11,-7.777085062116384506e-03
-2.066936343908309937e-03,-7.308311760425567627e-04,-6.467363564297556877e-04,1.516730175353586674e-03,-2.171694031202764386e-12,1.015035202726721764e-03
-3.955813124775886536e-03,-1.060979091562330723e-03,-3.716345818247646093e-04,4.011893179267644882e-04,1.203179699968415228e-12,-4.579384345561265945e-03
2.712198765948414803e-03,-1.435575773939490318e-03,-7.423854549415409565e-04,2.240871544927358627e-03,-2.794425628394048289e-11,1.471473276615142822e-02
-2.545303432270884514e-03,-3.575579030439257622e-04,-7.199118263088166714e-04,1.266106613911688328e-03,-3.463143617363217963e-12,-9.485214832238852978e-05
1.019667834043502808e-04,8.363063680008053780e-04,-1.627062156330794096e-04,1.261513796634972095e-03,-3.831471164644772998e-12,6.708556320518255234e-03
-4.400357604026794434e-03,-5.598839488811790943e-04,-5.506352172233164310e-04,5.576938274316489697e-04,2.575591866518789352e-12,-5.349823273718357086e-03
1.417826046235859394e-03,-2.406969542789738625e-05,-6.871692021377384663e-04,1.723783323541283607e-03,-1.683459448231783284e-11,1.075259782373905182e-02
-6.775442045181989670e-03,-9.577396558597683907e-04,-3.986666270066052675e-04,3.193808952346444130e-04,1.659926709973724712e-11,-1.185835059732198715e-02
-4.898158833384513855e-03,-3.089223755523562431e-04,-2.986573381349444389e-04,3.575056616682559252e-04,9.739680416342988423e-12,-7.089860271662473679e-03
-7.953807653393596411e-05,-1.578707946464419365e-03,-7.040547206997871399e-04,1.744561479426920414e-03,-1.207254261836876452e-11,6.735229399055242538e-03
3.237409517168998718e-03,3.077299334108829498e-04,-2.736035676207393408e-04,1.402162015438079834e-03,-1.921315537223300396e-11,1.501783914864063263e-02
-8.166456245817244053e-04,-1.391743076965212822e-03,-4.070179711561650038e-04,1.215617056004703045e-03,-6.233756132817402928e-12,4.046142101287841797e-03
-6.375393830239772797e-03,-2.288551069796085358e-03,-3.352455096319317818e-04,3.542245831340551376e-04,1.284294979392308633e-11,-1.083564758300781250e-02
-1.340478309430181980e-03,-2.488521393388509750e-03,-8.139507845044136047e-04,1.849800348281860352e-03,-1.043963353264398819e-11,3.381253220140933990e-03
-8.615133119747042656e-04,-1.610668725334107876e-03,-8.197926799766719341e-04,1.908038510009646416e-03,-1.012798612337606485e-11,4.708965774625539780e-03
-3.630253486335277557e-03,-1.074625528417527676e-03,-4.851201956626027822e-04,7.594838389195501804e-04,3.541099921969270703e-12,-3.468672279268503189e-03
6.295818602666258812e-04,-7.495972095057368279e-04,-6.978160818107426167e-04,1.615129993297159672e-03,-1.617114428476007504e-11,8.465091697871685028e-03
-4.154169932007789612e-03,-1.393590238876640797e-03,-7.218312239274382591e-04,7.605965365655720234e-04,8.613375854574223389e-13,-4.185515455901622772e-03
-4.933866672217845917e-03,-1.668271725066006184e-04,-7.147788710426539183e-05,3.090812242589890957e-04,1.339847330306120909e-11,-7.707018870860338211e-03
2.339457627385854721e-03,6.073135591577738523e-05,-4.012455756310373545e-04,1.138559891842305660e-03,-2.095743717456244326e-11,1.275402400642633438e-02
5.201422027312219143e-04,-1.143855624832212925e-03,-8.361787186004221439e-04,1.863382174633443356e-03,-1.750995355653817143e-11,8.900457061827182770e-03
2.925058826804161072e-03,7.987946155481040478e-04,-5.106035387143492699e-04,1.435981946997344494e-03,-2.278531703592268087e-11,1.476784236729145050e-02
7.583894184790551662e-04,1.113024773076176643e-03,2.438224873912986368e-05,6.022132583893835545e-04,-7.712380213631409021e-12,7.525904104113578796e-03
-3.508342662826180458e-03,-1.745850313454866409e-03,-3.721403190866112709e-04,8.565093157812952995e-04,3.097597916015826236e-12,-3.237911732867360115e-03
-6.279902998358011246e-03,-6.553932907991111279e-04,2.730657870415598154e-04,-3.721941902767866850e-04,1.689762565981745013e-11,-1.195208635181188583e-02
2.562326146289706230e-03,-4.702374571934342384e-04,-5.857886862941086292e-04,1.890811021439731121e-03,-2.265283099989190418e-11,1.369401067495346069e-02
-5.269415676593780518e-03,-2.192189684137701988e-03,-6.015296676196157932e-04,1.029499573633074760e-03,7.910112669040625377e-12,-7.421564776450395584e-03
-1.412338751833885908e-04,-2.518305263947695494e-04,-7.033323054201900959e-04,1.772849820554256439e-03,-9.744877647877014937e-12,6.577969528734683990e-03
-4.799557849764823914e-03,-1.187515794299542904e-03,-3.332115011289715767e-04,7.203557761386036873e-04,1.004304365365138452e-11,-6.912609096616506577e-03
5.609299987554550171e-03,3.167849790770560503e-04,-2.757366746664047241e-04,1.348820049315690994e-03,-4.281158066943291374e-11,2.320946939289569855e-02
-2.697605406865477562e-03,-1.008113496936857700e-03,-7.837357115931808949e-04,1.458522980101406574e-03,-9.706596420730462249e-13,-3.993502177763730288e-04
-6.398261059075593948e-03,-1.202471321448683739e-03,-1.986598217627033591e-04,1.205480075441300869e-04,1.660578792528344394e-11,-1.120049972087144852e-02
-3.718927968293428421e-03,-4.238071851432323456e-04,-7.226400775834918022e-04,8.161456789821386337e-04,-1.498701770324961657e-12,-3.138358704745769501e-03
2.351252362132072449e-03,-1.228648587130010128e-03,-9.179249755106866360e-04,2.101331017911434174e-03,-2.469214936684505091e-11,1.425578165799379349e-02
-5.194411613047122955e-03,-4.706652835011482239e-04,1.001239579636603594e-04,-2.554225793574005365e-04,1.099186713870992094e-11,-8.604013361036777496e-03
-5.195411387830972672e-03,-4.187818849459290504e-04,-3.388389013707637787e-04,3.743770648725330830e-04,1.053527577676849347e-11,-7.827919907867908478e-03
-4.428058862686157227e-03,-6.096820579841732979e-04,-3.456785343587398529e-04,2.557498228270560503e-04,5.748639411717881842e-12,-5.735603626817464828e-03
-3.127938369289040565e-03,-9.873568778857588768e-04,-3.355666121933609247e-04,6.957685691304504871e-04,1.245019278645065341e-12,-2.434422029182314873e-03
3.499403130263090134e-03,-7.235331577248871326e-04,-5.679481546394526958e-04,1.971735386177897453e-03,-2.502345726462795739e-11,1.687657088041305542e-02
-6.594460457563400269e-03,-4.779570735991001129e-04,2.360648650210350752e-04,-5.432731704786419868e-04,2.118682659868476037e-11,-1.237723696976900101e-02
-5.537101067602634430e-03,-9.622753714211285114e-04,-4.882090433966368437e-04,6.313581834547221661e-04,1.266384306447543295e-11,-8.643549866974353790e-03
-4.114447627216577530e-03,8.929288014769554138e-05,-1.464045781176537275e-04,5.836760974489152431e-04,1.132466342923521552e-11,-5.493371281772851944e-03
-1.944263232871890068e-03,-1.765379100106656551e-03,-4.186015576124191284e-04,1.032716361805796623e-03,-4.969907731883216329e-12,9.190872078761458397e-04
-5.669038277119398117e-03,-1.753455289872363210e-04,-1.454337616451084614e-04,-3.813148941844701767e-04,1.065175985609512210e-11,-9.037264622747898102e-03
2.011170872719958425e-04,-1.187187153846025467e-03,-7.389535312540829182e-04,1.789596048183739185e-03,-1.289434184426063723e-11,7.436995394527912140e-03
-1.035129767842590809e-03,-4.068105190526694059e-04,-1.980050583370029926e-04,1.063304487615823746e-03,8.069395574916010672e-14,3.047500271350145340e-03
3.882318967953324318e-03,-3.259155491832643747e-04,-5.788879934698343277e-04,1.772304764017462730e-03,-2.708572602316827727e-11,1.784197613596916199e-02
-3.745933994650840759e-03,6.196420872583985329e-04,-4.718699201475828886e-04,5.026358412578701973e-04,3.461672571855589631e-12,-3.415767801925539970e-03
-2.245423849672079086e-03,-1.254899660125374794e-03,-4.751296946778893471e-04,1.183666521683335304e-03,-2.535135946654665240e-12,2.276399609399959445e-04
-4.215142689645290375e-03,-6.468411884270608425e-04,-1.481396611779928207e-04,1.988759613595902920e-04,7.485411596119817546e-12,-5.554454401135444641e-03
-4.996979609131813049e-03,-8.773061563260853291e-04,-3.302194818388670683e-04,3.916452697012573481e-04,1.041417212882533860e-11,-7.338694296777248383e-03
-5.420679226517677307e-03,-2.301045897183939815e-04,-4.235397791489958763e-04,5.967527395114302635e-04,1.270450585011406730e-11,-8.524154312908649445e-03
4.226292949169874191e-03,-3.217665362171828747e-04,-4.182612174190580845e-04,1.650775899179279804e-03,-3.148786092976862960e-11,1.882579177618026733e-02
-3.599573392421007156e-03,-1.198109355755150318e-03,-2.373031456954777241e-04,9.060180163942277431e-04,7.688074135647759988e-12,-3.681255737319588661e-03
-7.029702886939048767e-03,-8.410462760366499424e-04,2.545622701290994883e-04,-4.073607851751148701e-04,2.353066005933435179e-11,-1.363084092736244202e-02
-5.675736349076032639e-03,-1.355154672637581825e-03,-1.989112060982733965e-04,2.882763801608234644e-04,1.297602390121221916e-11,-9.442503564059734344e-03
4.967065528035163879e-03,7.713052327744662762e-04,-3.811492642853409052e-04,1.473491429351270199e-03,-3.553951230528262784e-11,2.159596607089042664e-02
-7.727099116891622543e-03,-1.085002440959215164e-03,9.985856740968301892e-05,-2.555497048888355494e-04,2.468140102018789861e-11,-1.533779595047235489e-02
-7.624202407896518707e-03,-8.824896649457514286e-04,7.119170913938432932e-05,-4.099384532310068607e-04,2.561225884156748123e-11,-1.488241739571094513e-02
3.098528599366545677e-03,-6.296625360846519470e-04,-5.249732057563960552e-04,1.600148389115929604e-03,-2.607290425227226649e-11,1.562473643571138382e-02
4.235317930579185486e-03,4.197057278361171484e-04,-3.204270324204117060e-04,1.220792531967163086e-03,-2.971417209507443147e-11,1.827947795391082764e-02
-5.755375605076551437e-03,-1.435442944057285786e-03,-4.302941961213946342e-04,3.909164515789598227e-04,9.085450274060047349e-12,-9.156578220427036285e-03
-3.148805117234587669e-03,-1.900079310871660709e-03,-4.147115978412330151e-04,1.096895197406411171e-03,1.913327352456861696e-12,-2.001874614506959915e-03
4.270208592060953379e-04,-1.319611677899956703e-03,-7.574086193926632404e-04,1.731752767227590084e-03,-1.489090274697790761e-11,8.177459239959716797e-03
-1.438292209059000015e-03,-9.054046822711825371e-04,-8.017639047466218472e-04,1.588958431966602802e-03,-8.477032444054177773e-12,2.995315240696072578e-03
-4.207340534776449203e-03,-1.301503623835742474e-03,-6.516725406982004642e-04,7.697042892687022686e-04,2.214010225154439127e-12,-4.675223026424646378e-03
-3.923949552699923515e-04,-4.655696102418005466e-04,-7.082695374265313148e-04,1.522688544355332851e-03,-1.208270983266146459e-11,5.651276092976331711e-03
-5.154167767614126205e-03,-8.063415880315005779e-04,6.498500442830845714e-05,1.500002981629222631e-04,1.484991123124057566e-11,-8.593791164457798004e-03
-5.425246199592947960e-04,-2.360088983550667763e-03,-9.756897925399243832e-04,1.830995082855224609e-03,-1.632670908191524717e-11,5.820304155349731445e-03
-3.332101041451096535e-03,-9.492401732131838799e-04,-6.760151009075343609e-04,1.285307109355926514e-03,2.238461152548332223e-12,-2.192061161622405052e-03
-4.225428216159343719e-03,-1.629334758035838604e-03,-6.352826021611690521e-04,1.139996573328971863e-03,4.966057946809154799e-12,-4.763307981193065643e-03
-5.353263113647699356e-03,-1.469232724048197269e-03,-2.411147142993286252e-04,3.989231481682509184e-04,1.184733994935571744e-11,-8.492284454405307770e-03
1.003176905214786530e-03,-6.986118969507515430e-04,-2.518837864045053720e-04,1.388052362017333508e-03,-1.167273222524300991e-11,9.130341932177543640e-03
-3.832842689007520676e-03,-1.754002179950475693e-03,-4.358204314485192299e-04,8.603209280408918858e-04,3.860920264053824269e-12,-3.992760553956031799e-03
-4.512320272624492645e-03,-4.290253273211419582e-04,-3.954767307732254267e-04,5.085712764412164688e-04,5.668800498459525272e-12,-5.933889187872409821e-03
2.034655772149562836e-03,-5.916664958931505680e-04,-6.944233900867402554e-04,1.787490560673177242e-03,-2.343265512183556609e-11,1.262779068201780319e-02
-5.498206592164933681e-04,-5.474049830809235573e-04,-4.817312001250684261e-04,1.234159455634653568e-03,-9.445285699405392421e-12,4.719990305602550507e-03
-6.124834064394235611e-03,-1.253689406439661980e-03,-4.778190632350742817e-04,5.031174514442682266e-04,1.183357578593557946e-11,-9.873589500784873962e-03
-2.816654043272137642e-03,-1.116662868298590183e-03,-7.080272189341485500e-04,9.842127328738570213e-04,-4.933316775923568542e-12,-9.125640499405562878e-04
-1.074452418833971024e-03,-9.200848289765417576e-04,-5.456699873320758343e-04,1.642046263441443443e-03,-5.820402753514697380e-12,3.609785344451665878e-03
-5.730190314352512360e-03,-1.132021425291895866e-03,1.577451039338484406e-04,8.311152487294748425e-05,1.804276346384359186e-11,-9.899907745420932770e-03
3.314219429739750922e-05,-1.946276053786277771e-03,-4.751513188239187002e-04,1.655853935517370701e-03,-1.127198508144022782e-11,6.603691261261701584e-03
-5.743108689785003662e-03,-2.084843581542372704e-03,-4.597040242515504360e-04,5.018552765250205994e-04,9.761374000771816384e-12,-9.062366560101509094e-03
4.718394950032234192e-03,-5.173264071345329285e-05,-4.784240445587784052e-04,1.685011084191501141e-03,-3.490158856367386875e-11,2.089235559105873108e-02
-8.155836723744869232e-03,-8.042727131396532059e-04,2.376476622885093093e-04,-6.589835975319147110e-04,2.841960347610417159e-11,-1.660534553229808807e-02
2.972701797261834145e-03,5.196459242142736912e-04,-5.695846048183739185e-04,1.701225875876843929e-03,-2.377469054959391315e-11,1.533650513738393784e-02
2.686158288270235062e-03,3.464665496721863747e-04,-3.436278493609279394e-04,1.624694676138460636e-03,-1.999197682400755127e-11,1.443808153271675110e-02
-1.330762752331793308e-03,-1.014130539260804653e-03,-4.890832933597266674e-04,1.413038000464439392e-03,-3.904598432774575301e-12,2.804595278576016426e-03
-6.794436369091272354e-03,-2.704804996028542519e-03,-2.955847303383052349e-04,4.260081041138619184e-04,1.650615928661114395e-11,-1.190944481641054153e-02
1.258461503311991692e-03,-3.907069039996713400e-04,-4.926877445541322231e-04,1.432767137885093689e-03,-1.635311504266656613e-11,9.612387977540493011e-03
-7.183528505265712738e-03,-9.659941424615681171e-04,2.450080064591020346e-04,-3.020933072548359632e-04,2.465583293087547645e-11,-1.405588164925575256e-02
-3.516449360176920891e-03,1.041338764480315149e-04,-2.178942377213388681e-04,4.995724302716553211e-04,6.861208649844297014e-12,-3.565992927178740501e-03
-2.681436249986290932e-03,-1.262707286514341831e-03,-5.042564007453620434e-04,6.780042895115911961e-04,-5.076067604442568992e-12,-8.567717741243541241e-04
1.450620591640472412e-03,-8.974979864433407784e-04,-7.023999933153390884e-04,1.789961359463632107e-03,-1.845804412092810765e-11,1.077683456242084503e-02
5.471659242175519466e-04,-6.350266630761325359e-04,-9.152940474450588226e-04,1.661247573792934418e-03,-1.883889051701448381e-11,8.831924758851528168e-03
4.679170902818441391e-03,1.867940591182559729e-05,-5.317261093296110630e-04,1.669312710873782635e-03,-3.447184898641708628e-11,2.003187313675880432e-02
-7.546239648945629597e-04,-1.460649073123931885e-03,-7.306555635295808315e-04,1.955404179170727730e-03,-1.061166259030965620e-11,4.978326614946126938e-03
-6.738312542438507080e-03,-2.797911001835018396e-04,1.302304153796285391e-04,-3.801622951868921518e-04,2.004395954768867227e-11,-1.254177931696176529e-02
4.296778235584497452e-03,-7.502501830458641052e-04,-5.474380450323224068e-04,2.075173426419496536e-03,-3.286622016207552122e-11,1.943913847208023071e-02
-8.239406161010265350e-03,-1.609480474144220352e-03,1.912570005515590310e-04,-3.889185900334268808e-04,2.995705766783984814e-11,-1.673229783773422241e-02
5.062907934188842773e-03,1.301678945310413837e-03,-1.730950898490846157e-04,9.895599214360117912e-04,-3.379712829043590716e-11,2.050034515559673309e-02
-5.981290712952613831e-03,-3.659922222141176462e-04,-1.157935694209299982e-04,-9.374089131597429514e-05,1.277621064499356862e-11,-1.012050919234752655e-02
1.487862435169517994e-03,-1.520682708360254765e-03,-7.358858711086213589e-04,2.138343406841158867e-03,-2.228188120123597571e-11,1.071601733565330505e-02
-2.014224184677004814e-03,-1.285818580072373152e-04,-9.055487316800281405e-05,1.022103388095274568e-04,-5.366401767403772283e-13,3.027748898603022099e-04
-4.671189002692699432e-03,-9.852894581854343414e-04,-6.671923911198973656e-04,6.771665648557245731e-04,3.249792362297609927e-12,-5.751039832830429077e-03
-5.264855455607175827e-03,-3.849166096188127995e-04,-2.684684877749532461e-04,3.651809529401361942e-04,1.202098316721578186e-11,-8.215371519327163696e-03
-1.363403513096272945e-03,-2.332176547497510910e-03,-1.051614759489893913e-03,1.837987569160759449e-03,-1.343395793912405267e-11,3.925095312297344208e-03
-5.782636348158121109e-03,-7.406490622088313103e-04,-2.465248689986765385e-04,1.084101168089546263e-04,1.117764041047575319e-11,-9.554913267493247986e-03
-7.652630098164081573e-03,-5.144709139131009579e-04,2.014669007621705532e-04,-7.234471850097179413e-04,2.966966256012781855e-11,-1.504059601575136185e-02
-1.799368532374501228e-03,-2.158368733944371343e-04,-2.955048403237015009e-04,4.968227585777640343e-04,-3.842819725624613270e-12,1.193806645460426807e-03
-3.648016601800918579e-03,-5.809885333292186260e-04,-7.621076074428856373e-04,1.237839693203568459e-03,1.671758543229928673e-12,-2.725180704146623611e-03
3.848418826237320900e-03,5.234621348790824413e-04,-3.682493406813591719e-04,1.568608218804001808e-03,-2.762094893082878144e-11,1.823694631457328796e-02
-3.195901808794587851e-04,1.601848518475890160e-03,1.091589729185216129e-04,1.510968722868710756e-04,-4.469782616950412901e-12,4.897963721305131912e-03
-8.182472549378871918e-03,-1.010980107821524143e-03,2.786013355944305658e-04,-5.674776039086282253e-04,3.090886227519185070e-11,-1.676429994404315948e-02
-4.077736288309097290e-03,-2.779160859063267708e-04,-3.560227924026548862e-04,8.709062240086495876e-04,7.071144451226141214e-12,-5.012949462980031967e-03
-5.618547089397907257e-03,-1.281267963349819183e-03,-1.132310135290026665e-04,9.091302490560337901e-05,1.361276195932514810e-11,-9.304950945079326630e-03
-3.989912103861570358e-03,-1.600332092493772507e-03,-2.594513352960348129e-04,6.981941987760365009e-04,8.129404267809281492e-12,-4.624838940799236298e-03
-4.696616088040173054e-04,-1.775913056917488575e-03,-5.683343624696135521e-04,1.338227652013301849e-03,-1.089070413712311947e-11,5.299617070704698563e-03
1.258003991097211838e-03,6.617374601773917675e-04,-1.950990408658981323e-04,1.093409140594303608e-03,-9.861886481055126552e-12,9.750232100486755371e-03
-6.942935287952423096e-03,-1.265324186533689499e-03,5.321167191141285002e-05,-1.710319484118372202e-04,2.094092954596504796e-11,-1.302909478545188904e-02
-7.751965429633855820e-03,-1.544452970847487450e-03,2.643682091729715466e-05,-1.614201028132811189e-04,2.528498591058969680e-11,-1.515604462474584579e-02
-2.752693602815270424e-03,-7.522253436036407948e-04,-3.780744154937565327e-04,7.981848320923745632e-04,-1.541409279945740729e-13,-1.113689853809773922e-03
-6.178902927786111832e-03,-4.144733538851141930e-04,9.410828170075546950e-07,-1.314754772465676069e-04,1.495492792102925961e-11,-1.104163657873868942e-02
-1.988454954698681831e-03,-8.230991661548614502e-04,-6.916866404935717583e-04,1.480355509556829929e-03,-2.408411360968476522e-12,1.467093592509627342e-03
-9.737802320159971714e-04,-2.225720818387344480e-04,-8.034349302761256695e-04,1.232986454851925373e-03,-1.115411669277976969e-11,4.358031786978244781e-03
-7.505691610276699066e-03,-1.125069800764322281e-03,2.027960872510448098e-04,-3.833287919405847788e-04,2.455471243001383641e-11,-1.454196311533451080e-02
-7.512466516345739365e-03,-1.182576874271035194e-03,-7.859192555770277977e-05,-9.706601122161373496e-05,2.336866637697720961e-11,-1.436864864081144333e-02
-5.007295403629541397e-03,-1.908180071040987968e-03,-6.844327435828745365e-04,9.545037173666059971e-04,6.871567551081092518e-12,-6.655403412878513336e-03
-4.272263031452894211e-03,-1.844930113293230534e-03,-1.512221933808177710e-05,4.395602445583790541e-04,9.585637839037985941e-12,-5.942434072494506836e-03
